,,,,family,,,Uniprot,
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q7Z434,540
PF05686,Glycosyl transferase family 90,pfam,family,IPR006598,-,-,Q7Z4H8,507
PF05210,Sprouty protein (Spry),pfam,family,IPR007875,-,-,Q7Z699,444
PF08736,FERM adjacent (FA),pfam,family,IPR014847,-,-,Q7Z6J6,570
PF10574,Arp2/3-interacting proteins Arpin,pfam,family,IPR018889,-,-,Q7Z6K5,226
PF04505,Interferon-induced transmembrane protein,pfam,family,IPR007593,-,-,Q7Z6L0,340
PF06398,Integral peroxisomal membrane peroxin,pfam,family,IPR010482,-,-,Q7Z6L1,1165
PF02205,WH2 motif,pfam,family,IPR003124,-,-,Q7Z7A4,578
PF00466,Ribosomal protein L10,pfam,family,IPR001790,-,-,Q7Z7H8,261
PF15170,Calcium/calmodulin-dependent protein kinase II inhibitor,pfam,family,IPR026779,-,-,Q7Z7J9,78
PF00002,7 transmembrane receptor (Secretin family),pfam,family,IPR000832,-,-,Q86SQ6,560
PF04051,Transport protein particle (TRAPP) component,pfam,family,IPR007194,-,-,Q86SZ2,158
PF09788,Transmembrane protein 55A,pfam,family,IPR019178,-,-,Q86T03,277
PF02181,Formin Homology 2 Domain,pfam,family,IPR015425,-,-,Q86T65,1068
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q86TI0,1168
PF11830,Domain of unknown function (DUF3350),pfam,family,IPR021785,-,-,Q86TI0,1168
PF01368,DHH family,pfam,family,IPR001667,-,-,Q86TP1,453
PF02833,DHHA2 domain,pfam,family,IPR004097,-,-,Q86TP1,453
PF00856,SET domain,pfam,family,IPR001214,-,-,Q86TU7,594
PF04775,Acyl-CoA thioester hydrolase/BAAT N-terminal region,pfam,family,IPR006862,-,-,Q86TX2,421
PF01521,Iron-sulphur cluster biosynthesis,pfam,family,IPR000361,-,-,Q86U28,154
PF01300,Telomere recombination,pfam,family,IPR006070,-,-,Q86U90,279
PF15686,Lysine-rich CEACAM1 co-isolated protein family,pfam,family,IPR031402,-,-,Q86UE4,582
PF05104,Ribosome receptor lysine/proline rich region,pfam,family,IPR007794,-,-,Q86UP2,1357
PF00498,FHA domain,pfam,family,IPR000253,-,-,Q86UU1,1377
PF06668,Inter-alpha-trypsin inhibitor heavy chain C-terminus,pfam,family,IPR010600,-,-,Q86UX2,942
PF08487,Vault protein inter-alpha-trypsin domain,pfam,family,IPR013694,-,-,Q86UX2,942
PF05761,5' nucleotidase family,pfam,family,IPR008380,-,-,Q86UY8,548
PF00501,AMP-binding enzyme,pfam,family,IPR000873,-,-,Q86V21,672
PF16177,Acetyl-coenzyme A synthetase N-terminus,pfam,family,IPR032387,-,-,Q86V21,672
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q86V81,257
PF13865,C-terminal duplication domain of Friend of PRMT1,pfam,family,IPR025715,-,-,Q86V81,257
PF12689,Acid Phosphatase,pfam,family,IPR010036,-,-,Q86V88,176
PF04157,EAP30/Vps36 family,pfam,family,IPR040608,-,-,Q86VN1,386
PF10254,PACS-1 cytosolic sorting protein,pfam,family,IPR019381,-,-,Q86VP3,889
PF07998,Peptidase family M54,pfam,family,IPR012962,-,-,Q86W34,360
PF03185,"Calcium-activated potassium channel, beta subunit",pfam,family,IPR003930,-,-,Q86W47,210
PF12496,Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2,pfam,family,IPR022181,-,-,Q86WG3,371
PF02141,DENN (AEX-3) domain,pfam,family,IPR001194,-,-,Q86WG5,1849
PF12335,Myotubularin protein,pfam,family,IPR022096,-,-,Q86WG5,1849
PF06325,Ribosomal protein L11 methyltransferase (PrmA),pfam,family,-,-,-,Q86X55,608
PF00795,Carbon-nitrogen hydrolase,pfam,family,IPR003010,-,-,Q86X76,327
PF15010,Putative cell signalling,pfam,family,IPR026782,-,-,Q86XD5,332
PF00609,Diacylglycerol kinase accessory domain,pfam,family,IPR000756,-,-,Q86XP1,1220
PF00781,Diacylglycerol kinase catalytic domain,pfam,family,IPR001206,-,-,Q86XP1,1220
PF05739,SNARE domain,pfam,family,IPR000727,-,-,Q86Y82,276
PF00291,Pyridoxal-phosphate dependent enzyme,pfam,family,IPR001926,-,-,Q86YJ6,484
PF07002,Copine,pfam,family,IPR010734,-,-,Q86YQ8,564
PF00939,Sodium:sulfate symporter transmembrane region,pfam,family,IPR001898,-,-,Q86YT5,568
PF04051,Transport protein particle (TRAPP) component,pfam,family,IPR007194,-,-,Q8IUR0,188
PF07114,Transmembrane protein 126,pfam,family,IPR009801,-,-,Q8IUX1,230
PF12722,High-temperature-induced dauer-formation protein,pfam,family,IPR026705,-,-,Q8IV36,788
PF14050,N-terminal conserved domain of Nudc.,pfam,family,IPR025934,-,-,Q8IVD9,361
PF04930,FUN14 family,pfam,family,IPR007014,-,-,Q8IVP5,155
PF01256,Carbohydrate kinase,pfam,family,IPR000631,-,-,Q8IW45,347
PF15260,Protein family FAM219A,pfam,family,IPR029339,-,-,Q8IW50,185
PF04515,Plasma-membrane choline transporter,pfam,family,IPR007603,-,-,Q8IWA5,706
PF02759,RUN domain,pfam,family,IPR004012,-,-,Q8IWE5,1019
PF13270,Coiled-coil domain-containing protein 28,pfam,family,IPR025271,-,-,Q8IWP9,274
PF12534,Pannexin-like TM region of LRRC8,pfam,family,IPR021040,-,-,Q8IWT6,810
PF02207,Putative zinc finger in N-recognin (UBR box),pfam,family,IPR003126,-,-,Q8IWV7,1749
PF02617,ATP-dependent Clp protease adaptor protein ClpS,pfam,family,IPR003769,-,-,Q8IWV7,1749
PF02207,Putative zinc finger in N-recognin (UBR box),pfam,family,IPR003126,-,-,Q8IWV8,1755
PF02617,ATP-dependent Clp protease adaptor protein ClpS,pfam,family,IPR003769,-,-,Q8IWV8,1755
PF00465,Iron-containing alcohol dehydrogenase,pfam,family,IPR001670,-,-,Q8IWW8,467
PF01585,G-patch domain,pfam,family,IPR000467,-,-,Q8IWX8,916
PF01805,Surp module,pfam,family,IPR000061,-,-,Q8IWX8,916
PF01585,G-patch domain,pfam,family,IPR000467,-,-,Q8IX01,1082
PF01805,Surp module,pfam,family,IPR000061,-,-,Q8IX01,1082
PF08355,EF hand associated,pfam,family,IPR013566,-,-,Q8IXI1,618
PF08356,EF hand associated,pfam,family,IPR013567,-,-,Q8IXI1,618
PF08355,EF hand associated,pfam,family,IPR013566,-,-,Q8IXI2,618
PF08356,EF hand associated,pfam,family,IPR013567,-,-,Q8IXI2,618
PF02146,Sir2 family,pfam,family,IPR003000,-,-,Q8IXJ6,389
PF09809,Mitochondrial ribosomal protein L27,pfam,family,IPR019189,-,-,Q8IXM3,137
PF01734,Patatin-like phospholipase,pfam,family,IPR002641,-,-,Q8IY17,1375
PF14802,TMEM192 family,pfam,family,IPR029399,-,-,Q8IY95,271
PF01480,PWI domain,pfam,family,IPR002483,-,-,Q8IYB3,904
PF12513,Mitochondrial degradasome RNA helicase subunit C terminal,pfam,family,IPR022192,-,-,Q8IYB8,786
PF15298,AJAP1/PANP C-terminus,pfam,family,IPR029198,-,-,Q8IYJ0,282
PF07002,Copine,pfam,family,IPR010734,-,-,Q8IYJ1,553
PF04727,ELMO/CED-12 family,pfam,family,IPR006816,-,-,Q8IZ81,293
PF00171,Aldehyde dehydrogenase family,pfam,family,IPR015590,-,-,Q8IZ83,802
PF16172,DOCK N-terminus,pfam,family,IPR032376,-,-,Q8IZD9,2030
PF07815,Abl-interactor HHR,pfam,family,IPR012849,-,-,Q8IZP0,508
PF08399,VWA N-terminal,pfam,family,IPR013608,-,-,Q8IZS8,1091
PF08473,Neuronal voltage-dependent calcium channel alpha 2acd,pfam,family,IPR013680,-,-,Q8IZS8,1091
PF00288,GHMP kinases N terminal domain,pfam,family,IPR006204,-,-,Q8N0W3,1084
PF08544,GHMP kinases C terminal,pfam,family,IPR013750,-,-,Q8N0W3,1084
PF03328,HpcH/HpaI aldolase/citrate lyase family,pfam,family,IPR005000,-,-,Q8N0X4,340
PF06911,Senescence domain,pfam,family,IPR009686,-,-,Q8N0X7,666
PF15677,Cell cycle exit and neuronal differentiation protein 1,pfam,family,IPR020162,-,-,Q8N111,149
PF14774,FAM177 family,pfam,family,IPR028260,-,-,Q8N128,213
PF11938,TLR4 regulator and MIR-interacting MSAP,pfam,family,IPR021852,-,-,Q8N129,248
PF05071,NADH ubiquinone oxidoreductase subunit NDUFA12,pfam,family,IPR007763,-,-,Q8N183,169
PF16172,DOCK N-terminus,pfam,family,IPR032376,-,-,Q8N1I0,1966
PF03321,GH3 auxin-responsive promoter,pfam,family,IPR004993,-,-,Q8N2G8,530
PF04241,Protein of unknown function (DUF423),pfam,family,IPR006696,-,-,Q8N2U0,113
PF01210,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,pfam,family,IPR011128,-,-,Q8N335,351
PF04727,ELMO/CED-12 family,pfam,family,IPR006816,-,-,Q8N336,334
PF06027,Solute carrier family 35,pfam,family,IPR009262,-,-,Q8N357,371
PF00387,"Phosphatidylinositol-specific phospholipase C, Y domain",pfam,family,IPR001711,-,-,Q8N3E9,789
PF00388,"Phosphatidylinositol-specific phospholipase C, X domain",pfam,family,IPR000909,-,-,Q8N3E9,789
PF15167,Domain of unknown function (DUF4581),pfam,family,IPR027892,-,-,Q8N3F0,131
PF00481,Protein phosphatase 2C,pfam,family,IPR001932,-,-,Q8N3J5,372
PF11976,Ubiquitin-2 like Rad60 SUMO-like,pfam,family,IPR022617,-,-,Q8N3J5,372
PF00535,Glycosyl transferase family 2,pfam,family,IPR001173,-,-,Q8N428,558
PF06421,GTP-binding protein LepA C-terminus,pfam,family,IPR013842,-,-,Q8N442,669
PF07690,Major Facilitator Superfamily,pfam,family,IPR011701,-,-,Q8N468,514
PF16123,Hydroxyacylglutathione hydrolase C-terminus,pfam,family,IPR032282,-,-,Q8N490,385
PF10642,Mitochondrial import receptor subunit or translocase,pfam,family,IPR019603,-,-,Q8N4H5,51
PF09788,Transmembrane protein 55A,pfam,family,IPR019178,-,-,Q8N4L2,257
PF13328,HD domain,pfam,family,-,-,-,Q8N4P3,179
PF10270,Membrane magnesium transporter,pfam,family,IPR018937,-,-,Q8N4V1,131
PF00083,Sugar (and other) transporter,pfam,family,IPR005828,-,-,Q8N4V2,548
PF07690,Major Facilitator Superfamily,pfam,family,IPR011701,-,-,Q8N4V2,548
PF03607,Doublecortin,pfam,family,IPR003533,-,-,Q8N568,766
PF15061,Domain of unknown function (DUF4538),pfam,family,IPR027917,-,-,Q8N5G0,67
PF00617,RasGEF domain,pfam,family,IPR001895,-,-,Q8N5H7,860
PF04424,MINDY deubiquitinase,pfam,family,IPR033979,-,-,Q8N5J2,469
PF07542,ATP12 chaperone protein,pfam,family,IPR011419,-,-,Q8N5M1,289
PF19314,Family of unknown function (DUF5917),pfam,family,IPR045669,-,-,Q8N612,972
PF02338,OTU-like cysteine protease,pfam,family,IPR003323,-,-,Q8N6M0,293
PF02207,Putative zinc finger in N-recognin (UBR box),pfam,family,IPR003126,-,-,Q8N806,425
PF16884,N-terminal domain of oxidoreductase,pfam,family,IPR041694,-,-,Q8N8N7,351
PF10561,C2orf69,pfam,family,IPR018881,-,-,Q8N8R5,385
PF00583,Acetyltransferase (GNAT) family,pfam,family,IPR000182,-,-,Q8N9F0,302
PF03009,Glycerophosphoryl diester phosphodiesterase family,pfam,family,IPR030395,-,-,Q8N9F7,314
PF12070,Protein SCAI,pfam,family,IPR022709,-,-,Q8N9R8,606
PF04577,Glycosyltransferase 61,pfam,family,IPR049625,-,-,Q8NAT1,580
PF09794,Transport protein Avl9,pfam,family,IPR018307,-,-,Q8NBF6,648
PF05686,Glycosyl transferase family 90,pfam,family,IPR006598,-,-,Q8NBL1,392
PF07156,Prenylcysteine lyase,pfam,family,IPR010795,-,-,Q8NBM8,494
PF06814,Lung seven transmembrane receptor,pfam,family,IPR009637,-,-,Q8NBN3,555
PF04424,MINDY deubiquitinase,pfam,family,IPR033979,-,-,Q8NBR6,621
PF03435,Saccharopine dehydrogenase NADP binding domain,pfam,family,IPR005097,-,-,Q8NBX0,429
PF04774,Hyaluronan / mRNA binding family,pfam,family,IPR006861,-,-,Q8NC51,408
PF16174,Intracellular hyaluronan-binding protein 4 N-terminal,pfam,family,IPR032381,-,-,Q8NC51,408
PF10239,Protein of unknown function (DUF2465),pfam,family,IPR018797,-,-,Q8NCA5,518
PF01764,Lipase (class 3),pfam,family,IPR002921,-,-,Q8NCG7,672
PF16350,FAD dependent oxidoreductase central domain,pfam,family,IPR032503,-,-,Q8NCN5,879
PF14893,PNMA,pfam,family,IPR048270,-,-,Q8ND90,353
PF03747,ADP-ribosylglycohydrolase,pfam,family,IPR005502,-,-,Q8NDY3,354
PF04678,Mitochondrial calcium uniporter,pfam,family,IPR006769,-,-,Q8NE86,351
PF00454,Phosphatidylinositol 3- and 4-kinase,pfam,family,IPR000403,-,-,Q8NEB9,887
PF02862,DDHD domain,pfam,family,IPR004177,-,-,Q8NEL9,900
PF01553,Acyltransferase,pfam,family,IPR002123,-,-,Q8NF37,534
PF00443,Ubiquitin carboxyl-terminal hydrolase,pfam,family,IPR001394,-,-,Q8NFA0,1604
PF01507,Phosphoadenosine phosphosulfate reductase family,pfam,family,IPR002500,-,-,Q8NFF5,587
PF12763,Cytoskeletal-regulatory complex EF hand,pfam,family,IPR000261,-,-,Q8NFH8,660
PF01794,Ferric reductase like transmembrane component,pfam,family,IPR013130,-,-,Q8NFT2,490
PF03807,NADP oxidoreductase coenzyme F420-dependent,pfam,family,IPR028939,-,-,Q8NFT2,490
PF02348,Cytidylyltransferase,pfam,family,IPR003329,-,-,Q8NFW8,434
PF02318,FYVE-type zinc finger,pfam,family,IPR041282,-,-,Q8NFW9,859
PF04698,Rab effector MyRIP/melanophilin C-terminus,pfam,family,IPR006788,-,-,Q8NFW9,859
PF00957,Synaptobrevin,pfam,family,IPR042855,-,-,Q8NFX7,210
PF00335,Tetraspanin family,pfam,family,IPR018499,-,-,Q8NG11,270
PF03133,Tubulin-tyrosine ligase family,pfam,family,IPR004344,-,-,Q8NG68,377
PF15811,Small VCP/p97-interacting protein,pfam,family,IPR031632,-,-,Q8NHG7,77
PF04916,Phospholipase B,pfam,family,IPR007000,-,-,Q8NHP8,589
PF11262,Transcription factor/nuclear export subunit protein 2,pfam,family,IPR021418,-,-,Q8NI27,1593
PF11732,Transcription- and export-related complex subunit,pfam,family,IPR021726,-,-,Q8NI27,1593
PF16134,THO complex subunit 2 N-terminus,pfam,family,IPR032302,-,-,Q8NI27,1593
PF07228,Stage II sporulation protein E (SpoIIE),pfam,family,IPR001932,-,-,Q8NI37,304
PF02099,Josephin,pfam,family,IPR006155,-,-,Q8TAC2,188
PF04144,SCAMP family,pfam,family,IPR007273,-,-,Q8TAC9,235
PF05361,PKC-activated protein phosphatase-1 inhibitor,pfam,family,IPR008025,-,-,Q8TAE6,165
PF11816,Domain of unknown function (DUF3337),pfam,family,IPR021772,-,-,Q8TAF3,677
PF20491,Ermin,pfam,family,IPR045346,-,-,Q8TAM6,284
PF16495,SWIRM-associated region 1,pfam,family,IPR032451,-,-,Q8TAQ2,1214
PF16496,SWIRM-associated domain at the N-terminal,pfam,family,IPR032450,-,-,Q8TAQ2,1214
PF16498,SWIRM-associated domain at the C-terminal,pfam,family,IPR032448,-,-,Q8TAQ2,1214
PF05020,"NPL4 family, putative zinc binding region",pfam,family,IPR007716,-,-,Q8TAT6,608
PF05021,NPL4 family,pfam,family,IPR007717,-,-,Q8TAT6,608
PF11543,Nuclear pore localisation protein NPL4,pfam,family,IPR024682,-,-,Q8TAT6,608
PF03190,"Protein of unknown function, DUF255",pfam,family,IPR004879,-,-,Q8TB22,786
PF10609,NUBPL iron-transfer P-loop NTPase,pfam,family,IPR033756,-,-,Q8TB37,319
PF13520,Amino acid permease,pfam,family,IPR002293,-,-,Q8TBB6,771
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q8TBC4,463
PF09320,Domain of unknown function (DUF1977),pfam,family,IPR015399,-,-,Q8TBM8,379
PF01504,Phosphatidylinositol-4-phosphate 5-Kinase,pfam,family,IPR002498,-,-,Q8TBX8,421
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q8TC07,691
PF14975,Domain of unknown function (DUF4512),pfam,family,IPR026776,-,-,Q8TCD1,76
PF06941,"5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)",pfam,family,IPR010708,-,-,Q8TCD5,201
PF08616,Stabilization of polarity axis,pfam,family,-,-,-,Q8TCE6,357
PF00755,Choline/Carnitine o-acyltransferase,pfam,family,IPR039551,-,-,Q8TCG5,803
PF00781,Diacylglycerol kinase catalytic domain,pfam,family,IPR001206,-,-,Q8TCT0,537
PF04258,Signal peptide peptidase,pfam,family,IPR007369,-,-,Q8TCT9,377
PF12301,CD99 antigen like protein 2,pfam,family,IPR022078,-,-,Q8TCZ2,262
PF03820,Sideroflexins,pfam,family,IPR004686,-,-,Q8TD22,340
PF12534,Pannexin-like TM region of LRRC8,pfam,family,IPR021040,-,-,Q8TDW0,803
PF10377,Autophagy-related protein 11,pfam,family,IPR019460,-,-,Q8TDY2,1594
PF01494,FAD binding domain,pfam,family,IPR002938,-,-,Q8TDZ2,1067
PF01754,A20-like zinc finger,pfam,family,IPR002653,-,-,Q8TE49,926
PF02338,OTU-like cysteine protease,pfam,family,IPR003323,-,-,Q8TE49,926
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q8TEA7,893
PF02580,D-Tyr-tRNA(Tyr) deacylase,pfam,family,IPR003732,-,-,Q8TEA8,209
PF02141,DENN (AEX-3) domain,pfam,family,IPR001194,-,-,Q8TEH3,1009
PF01547,Bacterial extracellular solute-binding protein,pfam,family,IPR006059,-,-,Q8TEV9,937
PF11704,Vesicle coat protein involved in Golgi to plasma membrane transport,pfam,family,IPR037520,-,-,Q8TEV9,937
PF02205,WH2 motif,pfam,family,IPR003124,-,-,Q8TF74,440
PF00856,SET domain,pfam,family,IPR001214,-,-,Q8WTS6,366
PF00995,Sec1 family,pfam,family,IPR001619,-,-,Q8WU76,684
PF00642,Zinc finger C-x8-C-x5-C-x3-H type (and similar),pfam,family,IPR000571,-,-,Q8WU90,426
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q8WUA7,517
PF00083,Sugar (and other) transporter,pfam,family,IPR005828,-,-,Q8WUG5,649
PF15475,"Transmembrane protein C12orf23, UPF0444",pfam,family,IPR028153,-,-,Q8WUH6,116
PF03177,Non-repetitive/WGA-negative nucleoporin C-terminal,pfam,family,IPR007187,-,-,Q8WUM0,1156
PF03357,Snf7,pfam,family,IPR005024,-,-,Q8WUX9,453
PF03969,AFG1-like ATPase,pfam,family,IPR005654,-,-,Q8WV93,481
PF01428,AN1-like Zinc finger,pfam,family,IPR000058,-,-,Q8WV99,257
PF10188,Organic solute transport protein 1,pfam,family,IPR019332,-,-,Q8WVF1,389
PF19323,BTB/POZ domain-containing protein KCTD4 C-terminus,pfam,family,IPR045740,-,-,Q8WVF5,259
PF05835,Synaphin protein,pfam,family,IPR008849,-,-,Q8WVH0,158
PF00995,Sec1 family,pfam,family,IPR001619,-,-,Q8WVM8,642
PF15806,Domain of unknown function (DUF4707),pfam,family,IPR031626,-,-,Q8WVR3,580
PF03031,NLI interacting factor-like phosphatase,pfam,family,IPR004274,-,-,Q8WVY7,318
PF15473,"PEST, proteolytic signal-containing nuclear protein family",pfam,family,IPR029169,-,-,Q8WW12,178
PF00622,SPRY domain,pfam,family,IPR003877,-,-,Q8WW59,207
PF01509,TruB family pseudouridylate synthase (N terminal domain),pfam,family,IPR002501,-,-,Q8WWH5,349
PF15949,Domain of unknown function (DUF4757),pfam,family,IPR031865,-,-,Q8WWI1,1683
PF04515,Plasma-membrane choline transporter,pfam,family,IPR007603,-,-,Q8WWI5,657
PF01798,"snoRNA binding domain, fibrillarin",pfam,family,IPR002687,-,-,Q8WWY3,499
PF09785,Prp31 C terminal domain,pfam,family,IPR019175,-,-,Q8WWY3,499
PF12698,ABC-2 family transporter protein,pfam,family,IPR013525,-,-,Q8WWZ7,1642
PF02759,RUN domain,pfam,family,IPR004012,-,-,Q8WXA3,606
PF15467,Secretogranin-3,pfam,family,IPR026197,-,-,Q8WXD2,468
PF16600,Caskin1 CASK-interaction domain,pfam,family,IPR032232,-,-,Q8WXD9,1431
PF16907,Proline rich region of Caskin proteins,pfam,family,-,-,-,Q8WXD9,1431
PF16600,Caskin1 CASK-interaction domain,pfam,family,IPR032232,-,-,Q8WXE0,1202
PF16907,Proline rich region of Caskin proteins,pfam,family,-,-,-,Q8WXE0,1202
PF00928,Adaptor complexes medium subunit family,pfam,family,IPR028565,-,-,Q8WXE9,905
PF12016,Stonin 2,pfam,family,IPR022699,-,-,Q8WXE9,905
PF02141,DENN (AEX-3) domain,pfam,family,IPR001194,-,-,Q8WXG6,1647
PF06989,BAALC N-terminus,pfam,family,IPR009728,-,-,Q8WXS3,145
PF00822,PMP-22/EMP/MP20/Claudin family,pfam,family,IPR004031,-,-,Q8WXS5,425
PF14965,Negative regulator of p53/TP53,pfam,family,-,-,-,Q8WY22,251
PF00481,Protein phosphatase 2C,pfam,family,IPR001932,-,-,Q8WY54,755
PF09727,Cortactin-binding protein-2,pfam,family,IPR019131,-,-,Q8WZ74,1663
PF06384,Beta-catenin-interacting protein ICAT,pfam,family,IPR009428,-,-,Q8WZA0,190
PF00617,RasGEF domain,pfam,family,IPR001895,-,-,Q8WZA2,1011
PF00622,SPRY domain,pfam,family,IPR003877,-,-,Q92499,740
PF02535,ZIP Zinc transporter,pfam,family,IPR003689,-,-,Q92504,469
PF08577,PI31 proteasome regulator,pfam,family,IPR013886,-,-,Q92530,271
PF11566,PI31 proteasome regulator N-terminal,pfam,family,IPR021625,-,-,Q92530,271
PF05450,Nicastrin,pfam,family,-,-,-,Q92542,709
PF02990,Endomembrane protein 70,pfam,family,IPR004240,-,-,Q92544,642
PF03770,Inositol polyphosphate kinase,pfam,family,IPR005522,-,-,Q92551,441
PF04727,ELMO/CED-12 family,pfam,family,IPR006816,-,-,Q92556,727
PF02205,WH2 motif,pfam,family,IPR003124,-,-,Q92558,559
PF19281,Phytanoyl-CoA hydroxylase-interacting protein C-terminus,pfam,family,IPR045545,-,-,Q92561,330
PF02383,SacI homology domain,pfam,family,IPR002013,-,-,Q92562,907
PF04388,Hamartin protein,pfam,family,IPR007483,-,-,Q92574,1164
PF00012,Hsp70 protein,pfam,family,IPR013126,-,-,Q92598,858
PF01553,Acyltransferase,pfam,family,IPR002123,-,-,Q92604,370
PF16076,Acyltransferase C-terminus,pfam,family,IPR032098,-,-,Q92604,370
PF00566,Rab-GTPase-TBC domain,pfam,family,IPR000195,-,-,Q92609,795
PF04790,Sarcoglycan complex subunit protein,pfam,family,IPR006875,-,-,Q92629,289
PF00001,7 transmembrane receptor (rhodopsin family),pfam,family,IPR000276,-,-,Q92633,364
PF07361,Cytochrome b562,pfam,family,IPR009155,-,-,Q92633,364
PF01650,Peptidase C13 family,pfam,family,IPR001096,-,-,Q92643,395
PF15433,Mitochondrial 28S ribosomal protein S31,pfam,family,IPR026299,-,-,Q92665,395
PF12295,Symplekin tight junction protein C terminal,pfam,family,IPR022075,-,-,Q92797,1274
PF00452,"Apoptosis regulator proteins, Bcl-2 family",pfam,family,IPR046371,-,-,Q92843,193
PF02180,Bcl-2 homology region 4,pfam,family,IPR003093,-,-,Q92843,193
PF01437,Plexin repeat,pfam,family,IPR002165,-,-,Q92854,862
PF06583,Neogenin C-terminus,pfam,family,IPR010560,-,-,Q92859,1461
PF03332,Eukaryotic phosphomannomutase,pfam,family,IPR005002,-,-,Q92871,262
PF03152,Ubiquitin fusion degradation protein UFD1,pfam,family,IPR004854,-,-,Q92890,307
PF00839,Cysteine rich repeat,pfam,family,IPR001893,-,-,Q92896,1179
PF04851,"Type III restriction enzyme, res subunit",pfam,family,IPR006935,-,-,Q92900,1129
PF01148,Cytidylyltransferase family,pfam,family,-,-,-,Q92903,461
PF01398,JAB1/Mov34/MPN/PAD-1 ubiquitin protease,pfam,family,IPR000555,-,-,Q92905,334
PF11548,Protein-tyrosine phosphatase receptor IA-2,pfam,family,IPR021613,-,-,Q92932,1015
PF14948,RESP18 domain,pfam,family,IPR029403,-,-,Q92932,1015
PF10514,"Pro-apoptotic Bcl-2 protein, BAD",pfam,family,IPR018868,-,-,Q92934,168
