,,,,domain,,,Uniprot,
PF01336,OB-fold nucleic acid binding domain,pfam,domain,IPR004365,-,-,Q6PI48,645
PF02938,GAD domain,pfam,domain,IPR029351,-,-,Q6PI48,645
PF13499,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q6PIL6,250
PF13833,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q6PIL6,250
PF07859,alpha/beta hydrolase fold,pfam,domain,IPR013094,-,-,Q6PIU2,408
PF14608,"RNA-binding, Nab2-type zinc finger",pfam,domain,-,-,-,Q6PJT7,736
PF05383,La domain,pfam,domain,IPR006630,-,-,Q6PKG0,1096
PF13897,Golgi-dynamics membrane-trafficking,pfam,domain,IPR009038,-,-,Q6PL24,325
PF14663,Rapamycin-insensitive companion of mTOR RasGEF_N domain,pfam,domain,IPR029453,-,-,Q6R327,1708
PF14664,"Rapamycin-insensitive companion of mTOR, N-term",pfam,domain,IPR028267,-,-,Q6R327,1708
PF14665,"Rapamycin-insensitive companion of mTOR, phosphorylation-site",pfam,domain,IPR029259,-,-,Q6R327,1708
PF14666,"Rapamycin-insensitive companion of mTOR, middle domain",pfam,domain,IPR029451,-,-,Q6R327,1708
PF14668,"Rapamycin-insensitive companion of mTOR, domain 5",pfam,domain,IPR029452,-,-,Q6R327,1708
PF07647,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,-,-,Q6SZW1,724
PF13676,TIR domain,pfam,domain,IPR000157,-,-,Q6SZW1,724
PF07565,Band 3 cytoplasmic domain,pfam,domain,IPR013769,-,-,Q6U841,1118
PF01082,"Copper type II ascorbate-dependent monooxygenase, N-terminal domain",pfam,domain,IPR000323,-,-,Q6UVY6,613
PF03351,DOMON domain,pfam,domain,IPR005018,-,-,Q6UVY6,613
PF03712,"Copper type II ascorbate-dependent monooxygenase, C-terminal domain",pfam,domain,IPR024548,-,-,Q6UVY6,613
PF13664,Domain of unknown function (DUF4149),pfam,domain,IPR025423,-,-,Q6UW68,189
PF07647,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,-,-,Q6UWE0,723
PF13920,"Zinc finger, C3HC4 type (RING finger)",pfam,domain,-,-,-,Q6UWE0,723
PF00106,short chain dehydrogenase,pfam,domain,IPR002347,-,-,Q6UWP2,260
PF00188,Cysteine-rich secretory protein family,pfam,domain,IPR014044,-,-,Q6UXB8,463
PF00084,Sushi repeat (SCR repeat),pfam,domain,IPR000436,-,-,Q6UXD5,910
PF00431,CUB domain,pfam,domain,IPR000859,-,-,Q6UXD5,910
PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,-,-,Q6VAB6,950
PF13543,SAM like domain present in kinase suppressor RAS 1,pfam,domain,IPR025561,-,-,Q6VAB6,950
PF20406,Kinase suppressor RAS 1 N-terminal helical hairpin,pfam,domain,IPR046861,-,-,Q6VAB6,950
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q6WCQ1,1025
PF17767,Nicotinate phosphoribosyltransferase (NAPRTase) N-terminal domain,pfam,domain,IPR040727,-,-,Q6XQN6,538
PF17956,Nicotinate phosphoribosyltransferase C-terminal domain,pfam,domain,IPR041619,-,-,Q6XQN6,538
PF02213,GYF domain,pfam,domain,IPR003169,-,-,Q6Y7W6,1299
PF01835,MG2 domain,pfam,domain,IPR002890,-,-,Q6YHK3,1445
PF07677,A-macroglobulin receptor binding domain,pfam,domain,IPR009048,-,-,Q6YHK3,1445
PF07703,Alpha-2-macroglobulin bait region domain,pfam,domain,IPR011625,-,-,Q6YHK3,1445
PF17791,Macroglobulin domain MG3,pfam,domain,IPR041555,-,-,Q6YHK3,1445
PF00106,short chain dehydrogenase,pfam,domain,IPR002347,-,-,Q6YN16,418
PF02036,SCP-2 sterol transfer family,pfam,domain,IPR003033,-,-,Q6YN16,418
PF00155,Aminotransferase class I and II,pfam,domain,IPR004839,-,-,Q6YP21,454
PF10212,"Protein phosphatase 1 regulatory subunit 21, six-helix bundle",pfam,domain,IPR019348,-,-,Q6ZMI0,780
PF00018,SH3 domain,pfam,domain,IPR001452,-,-,Q6ZMT1,411
PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,-,-,Q6ZMT1,411
PF07653,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q6ZMT1,411
PF14604,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q6ZMT1,411
PF00531,Death domain,pfam,domain,IPR000488,-,-,Q6ZN44,842
PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,-,-,Q6ZN44,842
PF17217,UPA domain,pfam,domain,IPR033772,-,-,Q6ZN44,842
PF03370,Carbohydrate/starch-binding module (family 21),pfam,domain,IPR005036,-,-,Q6ZSY5,799
PF18995,Proteolysis_6 C-terminal,pfam,domain,IPR044046,-,-,Q6ZT12,1888
PF11904,GPCR-chaperone,pfam,domain,IPR021832,-,-,Q6ZTN6,605
PF00293,NUDIX domain,pfam,domain,IPR000086,-,-,Q6ZVK8,323
PF03127,GAT domain,pfam,domain,IPR004152,-,-,Q6ZVM7,507
PF02214,BTB/POZ domain,pfam,domain,IPR003131,-,-,Q6ZWB6,473
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q70E73,1250
PF00788,Ras association (RalGDS/AF-6) domain,pfam,domain,IPR000159,-,-,Q70E73,1250
PF00179,Ubiquitin-conjugating enzyme,pfam,domain,IPR000608,-,-,Q712K3,238
PF05624,Lipolysis stimulated receptor (LSR),pfam,domain,IPR008664,-,-,Q71H61,639
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q76N89,1606
PF00397,WW domain,pfam,domain,IPR001202,-,-,Q76N89,1606
PF00632,HECT-domain (ubiquitin-transferase),pfam,domain,IPR000569,-,-,Q76N89,1606
PF16562,N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2,pfam,domain,IPR032348,-,-,Q76N89,1606
PF18436,Helical box domain of E3 ubiquitin-protein ligase HECW1,pfam,domain,IPR040524,-,-,Q76N89,1606
PF00618,RasGEF N-terminal motif,pfam,domain,IPR000651,-,-,Q76NI1,1749
PF16474,Kinase non-catalytic C-lobe domain,pfam,domain,IPR011019,-,-,Q76NI1,1749
PF07686,Immunoglobulin V-set domain,pfam,domain,IPR013106,-,-,Q7KYR7,527
PF00565,Staphylococcal nuclease homologue,pfam,domain,IPR016071,-,-,Q7KZF4,910
PF00567,Tudor domain,pfam,domain,IPR002999,-,-,Q7KZF4,910
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q7KZI7,788
PF00627,UBA/TS-N domain,pfam,domain,IPR015940,-,-,Q7KZI7,788
PF02149,Kinase associated domain 1,pfam,domain,IPR001772,-,-,Q7KZI7,788
PF19036,"First Longin domain of FUZ, MON1 and HPS1",pfam,domain,IPR043972,-,-,Q7L1V2,547
PF19037,"Second Longin domain of FUZ, MON1 and HPS1",pfam,domain,IPR043971,-,-,Q7L1V2,547
PF19038,"Third Longin domain of FUZ, MON1 and HPS1",pfam,domain,IPR043970,-,-,Q7L1V2,547
PF01112,Asparaginase,pfam,domain,IPR000246,-,-,Q7L266,308
PF00270,DEAD/DEAH box helicase,pfam,domain,IPR011545,-,-,Q7L2E3,1194
PF00271,Helicase conserved C-terminal domain,pfam,domain,IPR001650,-,-,Q7L2E3,1194
PF07717,Oligonucleotide/oligosaccharide-binding (OB)-fold,pfam,domain,IPR011709,-,-,Q7L2E3,1194
PF21010,"Helicase associated domain (HA2), ratchet-like",pfam,domain,-,-,-,Q7L2E3,1194
PF01399,PCI domain,pfam,domain,IPR000717,-,-,Q7L2H7,374
PF18005,"eIF3 subunit M, C-terminal helix",pfam,domain,IPR040750,-,-,Q7L2H7,374
PF08565,Cdc37 Hsp90 binding domain,pfam,domain,IPR013874,-,-,Q7L3B6,337
PF00587,"tRNA synthetase class II core domain (G, H, P, S and T)",pfam,domain,IPR002314,-,-,Q7L3T8,475
PF03129,Anticodon binding domain,pfam,domain,IPR004154,-,-,Q7L3T8,475
PF04670,Gtr1/RagA G protein conserved region,pfam,domain,IPR006762,-,-,Q7L523,313
PF07159,CYRIA/CYRIB Rac1 binding domain,pfam,domain,IPR009828,-,-,Q7L576,1253
PF13202,EF hand,pfam,domain,IPR002048,-,-,Q7L5N7,544
PF13499,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q7L5N7,544
PF10607,CTLH/CRA C-terminal to LisH motif domain,pfam,domain,IPR024964,-,-,Q7L5Y9,396
PF18658,Spin-doc zinc-finger,pfam,domain,IPR040647,-,-,Q7L775,607
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q7L7X3,1001
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q7L804,512
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q7L8C5,426
PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,-,-,Q7L985,606
PF18162,Arc C-lobe,pfam,domain,IPR040814,-,-,Q7LC44,396
PF19284,Arc MA domain,pfam,domain,IPR045557,-,-,Q7LC44,396
PF21395,"Activity-regulated cytoskeleton-associated protein, capsid domain",pfam,domain,IPR048965,-,-,Q7LC44,396
PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,-,-,Q7LDG7,609
PF00618,RasGEF N-terminal motif,pfam,domain,IPR000651,-,-,Q7LDG7,609
PF13202,EF hand,pfam,domain,IPR002048,-,-,Q7LDG7,609
PF13499,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q7LDG7,609
PF00268,"Ribonucleotide reductase, small chain",pfam,domain,IPR000358,-,-,Q7LG56,351
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q7RTN6,431
PF00307,Calponin homology (CH) domain,pfam,domain,IPR001715,-,-,Q7RTP6,2002
PF00412,LIM domain,pfam,domain,IPR001781,-,-,Q7RTP6,2002
PF12130,Bivalent Mical/EHBP Rab binding domain,pfam,domain,IPR022735,-,-,Q7RTP6,2002
PF18606,Zap helix turn helix N-terminal domain,pfam,domain,IPR041360,-,-,Q7Z2W4,902
PF18633,Zinc-finger antiviral protein (ZAP) zinc finger domain 3,pfam,domain,IPR040954,-,-,Q7Z2W4,902
PF14719,Phosphotyrosine interaction domain (PTB/PID),pfam,domain,IPR006020,-,-,Q7Z2X4,250
PF00009,Elongation factor Tu GTP binding domain,pfam,domain,IPR000795,-,-,Q7Z2Z2,1120
PF00679,Elongation factor G C-terminus,pfam,domain,IPR000640,-,-,Q7Z2Z2,1120
PF14492,"Elongation Factor G, domain III",pfam,domain,IPR041095,-,-,Q7Z2Z2,1120
PF12742,"Gryzun, putative Golgi trafficking",pfam,domain,IPR025876,-,-,Q7Z392,1133
PF07686,Immunoglobulin V-set domain,pfam,domain,IPR013106,-,-,Q7Z3B1,354
PF13927,Immunoglobulin domain,pfam,domain,-,-,-,Q7Z3B1,354
PF13874,Nucleoporin complex subunit 54,pfam,domain,IPR025712,-,-,Q7Z3B4,507
PF18437,Nup54 C-terminal interacting domain,pfam,domain,IPR040985,-,-,Q7Z3B4,507
PF14336,"D-glutamate cyclase-like, C-terminal",pfam,domain,IPR025504,-,-,Q7Z3D6,616
PF03221,Tc5 transposase DNA-binding domain,pfam,domain,IPR006600,-,-,Q7Z3K3,1410
PF11467,Lens epithelium-derived growth factor (LEDGF),pfam,domain,IPR021567,-,-,Q7Z3K3,1410
PF09324,"Mon2/Sec7/BIG1-like, HDS",pfam,domain,IPR015403,-,-,Q7Z3U7,1717
PF12783,"Mon2/Sec7/BIG1-like, HUS domain",pfam,domain,IPR032691,-,-,Q7Z3U7,1717
PF16213,"Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain",pfam,domain,IPR032629,-,-,Q7Z3U7,1717
PF00632,HECT-domain (ubiquitin-transferase),pfam,domain,IPR000569,-,-,Q7Z3V4,1068
PF00063,Myosin head (motor domain),pfam,domain,IPR001609,-,-,Q7Z406,1995
PF00435,Spectrin repeat,pfam,domain,IPR002017,-,-,Q7Z406,1995
PF02736,Myosin N-terminal SH3-like domain,pfam,domain,IPR004009,-,-,Q7Z406,1995
PF12752,SUZ domain,pfam,domain,IPR024771,-,-,Q7Z422,152
PF12901,SUZ-C motif,pfam,domain,IPR024642,-,-,Q7Z422,152
PF16739,Caspase recruitment domain,pfam,domain,IPR031964,-,-,Q7Z434,540
PF07258,COMM domain,pfam,domain,IPR017920,-,-,Q7Z4G1,85
PF01170,Putative RNA methylase family UPF0020,pfam,domain,IPR000241,-,-,Q7Z4G4,463
PF13023,HD domain,pfam,domain,IPR006674,-,-,Q7Z4H3,204
PF00630,Filamin/ABP280 repeat,pfam,domain,IPR017868,-,-,Q7Z4H8,507
PF00643,B-box zinc finger,pfam,domain,IPR000315,-,-,Q7Z4K8,759
PF13445,RING-type zinc-finger,pfam,domain,IPR027370,-,-,Q7Z4K8,759
PF18568,TRIM C-terminal subgroup One Signature domain,pfam,domain,IPR040859,-,-,Q7Z4K8,759
PF00225,Kinesin motor domain,pfam,domain,IPR001752,-,-,Q7Z4S6,1674
PF00855,PWWP domain,pfam,domain,IPR000313,-,-,Q7Z4V5,671
PF11467,Lens epithelium-derived growth factor (LEDGF),pfam,domain,IPR021567,-,-,Q7Z4V5,671
PF13561,Enoyl-(Acyl carrier protein) reductase,pfam,domain,-,-,-,Q7Z4W1,244
PF00629,"MAM domain, meprin/A5/mu",pfam,domain,IPR000998,-,-,Q7Z553,956
PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,-,-,Q7Z553,956
PF13927,Immunoglobulin domain,pfam,domain,-,-,-,Q7Z553,956
PF10256,Golgin subfamily A member 7/ERF4 family,pfam,domain,IPR019383,-,-,Q7Z5G4,137
PF11261,Interferon regulatory factor 2-binding protein zinc finger,pfam,domain,IPR022750,-,-,Q7Z5L9,587
PF00568,WH1 domain,pfam,domain,IPR000697,-,-,Q7Z699,444
PF03992,Antibiotic biosynthesis monooxygenase,pfam,domain,IPR007138,-,-,Q7Z6G3,386
PF13499,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q7Z6G3,386
PF00536,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,-,-,Q7Z6G8,1248
PF00640,Phosphotyrosine interaction domain (PTB/PID),pfam,domain,IPR006020,-,-,Q7Z6G8,1248
PF00018,SH3 domain,pfam,domain,IPR001452,-,-,Q7Z6J0,888
PF13923,"Zinc finger, C3HC4 type (RING finger)",pfam,domain,-,-,-,Q7Z6J0,888
PF14604,Variant SH3 domain,pfam,domain,IPR001452,-,-,Q7Z6J0,888
PF00373,FERM central domain,pfam,domain,IPR019748,-,-,Q7Z6J6,570
PF09379,FERM N-terminal domain,pfam,domain,IPR018979,-,-,Q7Z6J6,570
PF09380,FERM C-terminal PH-like domain,pfam,domain,IPR018980,-,-,Q7Z6J6,570
PF04146,YT521-B-like domain,pfam,domain,IPR007275,-,-,Q7Z739,585
PF00787,PX domain,pfam,domain,IPR001683,-,-,Q7Z7A4,578
PF00179,Ubiquitin-conjugating enzyme,pfam,domain,IPR000608,-,-,Q7Z7E8,422
PF01105,emp24/gp25L/p24 family/GOLD,pfam,domain,IPR009038,-,-,Q7Z7H5,227
PF04828,Glutathione-dependent formaldehyde-activating enzyme,pfam,domain,IPR006913,-,-,Q7Z7K6,275
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q86SE5,291
PF03066,Nucleoplasmin/nucleophosmin domain,pfam,domain,IPR024057,-,-,Q86SE8,214
PF00487,Fatty acid desaturase,pfam,domain,IPR005804,-,-,Q86SK9,330
PF00462,Glutaredoxin,pfam,domain,IPR002109,-,-,Q86SX6,157
PF00640,Phosphotyrosine interaction domain (PTB/PID),pfam,domain,IPR006020,-,-,Q86TI0,1168
PF00326,Prolyl oligopeptidase family,pfam,domain,IPR001375,-,-,Q86TI2,863
PF13639,Ring finger domain,pfam,domain,IPR001841,-,-,Q86TM6,617
PF09273,Rubisco LSMT substrate-binding,pfam,domain,IPR015353,-,-,Q86TU7,594
PF03109,ABC1 atypical kinase-like domain,pfam,domain,IPR004147,-,-,Q86TW2,530
PF08840,BAAT / Acyl-CoA thioester hydrolase C terminal,pfam,domain,IPR014940,-,-,Q86TX2,421
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q86U42,306
PF00397,WW domain,pfam,domain,IPR001202,-,-,Q86UL8,1455
PF00595,PDZ domain,pfam,domain,IPR001478,-,-,Q86UL8,1455
PF00625,Guanylate kinase,pfam,domain,IPR008145,-,-,Q86UL8,1455
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q86UR5,1692
PF00595,PDZ domain,pfam,domain,IPR001478,-,-,Q86UR5,1692
PF05729,NACHT domain,pfam,domain,IPR007111,-,-,Q86UT6,975
PF21402,"NLR family member X1, C-terminal domain",pfam,domain,IPR048900,-,-,Q86UT6,975
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q86UU1,1377
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q86UW7,1296
PF00193,Extracellular link domain,pfam,domain,IPR000538,-,-,Q86UW8,402
PF07686,Immunoglobulin V-set domain,pfam,domain,IPR013106,-,-,Q86UW8,402
PF00092,von Willebrand factor type A domain,pfam,domain,IPR002035,-,-,Q86UX2,942
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q86UX6,486
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q86UX7,667
PF00373,FERM central domain,pfam,domain,IPR019748,-,-,Q86UX7,667
PF18124,Kindlin-2 N-terminal domain,pfam,domain,IPR040790,-,-,Q86UX7,667
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q86V81,257
PF00530,Scavenger receptor cysteine-rich domain,pfam,domain,IPR001190,-,-,Q86VB7,1156
PF11605,Vacuolar protein sorting protein 36 Vps36,pfam,domain,IPR021648,-,-,Q86VN1,386
PF19047,HOOK domain,pfam,domain,IPR043936,-,-,Q86VS8,718
PF01596,O-methyltransferase,pfam,domain,IPR002935,-,-,Q86VU5,262
PF13716,Divergent CRAL/TRIO domain,pfam,domain,IPR001251,-,-,Q86VW0,696
PF07258,COMM domain,pfam,domain,IPR017920,-,-,Q86VX2,200
PF21672,COMMD protein HN domain,pfam,domain,-,-,-,Q86VX2,200
PF00536,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,-,-,Q86W92,1011
PF07647,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,-,-,Q86W92,1011
PF00561,alpha/beta hydrolase fold,pfam,domain,IPR000073,-,-,Q86WA6,291
PF07967,C3HC zinc finger-like,pfam,domain,IPR012935,-,-,Q86WB0,502
PF08600,Rsm1-like,pfam,domain,IPR013909,-,-,Q86WB0,502
PF13716,Divergent CRAL/TRIO domain,pfam,domain,IPR001251,-,-,Q86WG3,371
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q86WG5,1849
PF02893,GRAM domain,pfam,domain,IPR004182,-,-,Q86WG5,1849
PF03456,uDENN domain,pfam,domain,IPR005113,-,-,Q86WG5,1849
PF06602,Myotubularin-like phosphatase domain,pfam,domain,IPR010569,-,-,Q86WG5,1849
PF05670,NFACT protein RNA binding domain,pfam,domain,IPR008532,-,-,Q86WR0,208
PF01565,FAD binding domain,pfam,domain,IPR006094,-,-,Q86WU2,507
PF02913,"FAD linked oxidases, C-terminal domain",pfam,domain,IPR004113,-,-,Q86WU2,507
PF20412,RALGAPB N-terminal domain,pfam,domain,IPR046859,-,-,Q86X10,1494
PF11531,Coactivator-associated arginine methyltransferase 1 N terminal,pfam,domain,IPR020989,-,-,Q86X55,608
PF07258,COMM domain,pfam,domain,IPR017920,-,-,Q86X83,199
PF00787,PX domain,pfam,domain,IPR001683,-,-,Q86XE0,403
PF09325,Vps5 C terminal like,pfam,domain,IPR015404,-,-,Q86XE0,403
PF13499,EF-hand domain pair,pfam,domain,IPR002048,-,-,Q86XE3,530
PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),pfam,domain,IPR002219,-,-,Q86XP1,1220
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q86XP1,1220
PF07647,SAM domain (Sterile alpha motif),pfam,domain,IPR001660,-,-,Q86XP1,1220
PF00270,DEAD/DEAH box helicase,pfam,domain,IPR011545,-,-,Q86XP3,938
PF00271,Helicase conserved C-terminal domain,pfam,domain,IPR001650,-,-,Q86XP3,938
PF14523,Syntaxin-like protein,pfam,domain,IPR006011,-,-,Q86Y82,276
PF00378,Enoyl-CoA hydratase/isomerase,pfam,domain,IPR001753,-,-,Q86YB7,292
PF14821,Threonine synthase N terminus,pfam,domain,IPR029144,-,-,Q86YJ6,484
PF00568,WH1 domain,pfam,domain,IPR000697,-,-,Q86YM7,354
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q86YQ8,564
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q86YS7,1000
PF00569,"Zinc finger, ZZ type",pfam,domain,IPR000433,-,-,Q86YT6,1006
PF06701,Mib_herc2,pfam,domain,IPR010606,-,-,Q86YT6,1006
PF13920,"Zinc finger, C3HC4 type (RING finger)",pfam,domain,-,-,-,Q86YT6,1006
PF18346,Mind bomb SH3 repeat domain,pfam,domain,IPR040847,-,-,Q86YT6,1006
PF11261,Interferon regulatory factor 2-binding protein zinc finger,pfam,domain,IPR022750,-,-,Q8IU81,584
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q8IU85,385
PF00386,C1q domain,pfam,domain,IPR001073,-,-,Q8IUK8,224
PF00650,CRAL/TRIO domain,pfam,domain,IPR001251,-,-,Q8IUQ0,354
PF03765,"CRAL/TRIO, N-terminal domain",pfam,domain,IPR011074,-,-,Q8IUQ0,354
PF00561,alpha/beta hydrolase fold,pfam,domain,IPR000073,-,-,Q8IUS5,362
PF00246,Zinc carboxypeptidase,pfam,domain,IPR000834,-,-,Q8IUX7,1158
PF00754,F5/8 type C domain,pfam,domain,IPR000421,-,-,Q8IUX7,1158
PF13620,Carboxypeptidase regulatory-like domain,pfam,domain,-,-,-,Q8IUX7,1158
PF00202,Aminotransferase class-III,pfam,domain,IPR005814,-,-,Q8IUZ5,450
PF00168,C2 domain,pfam,domain,IPR000008,-,-,Q8IV01,421
PF13918,PLD-like domain,pfam,domain,IPR032803,-,-,Q8IV08,490
PF01753,MYND finger,pfam,domain,IPR002893,-,-,Q8IV38,441
PF01476,LysM domain,pfam,domain,IPR018392,-,-,Q8IV50,215
PF04969,CS domain,pfam,domain,IPR007052,-,-,Q8IVD9,361
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q8IVF5,1701
PF00595,PDZ domain,pfam,domain,IPR001478,-,-,Q8IVF5,1701
PF00621,RhoGEF domain,pfam,domain,IPR000219,-,-,Q8IVF5,1701
PF18385,T-lymphoma invasion and metastasis CC-Ex domain,pfam,domain,IPR040655,-,-,Q8IVF5,1701
PF03308,Methylmalonyl Co-A mutase-associated GTPase MeaB,pfam,domain,-,-,-,Q8IVH4,418
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q8IVH8,894
PF02991,Autophagy protein Atg8 ubiquitin like,pfam,domain,IPR004241,-,-,Q8IVM0,306
PF00698,Acyl transferase domain,pfam,domain,IPR014043,-,-,Q8IVS2,390
PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,-,-,Q8IVT5,923
PF20406,Kinase suppressor RAS 1 N-terminal helical hairpin,pfam,domain,IPR046861,-,-,Q8IVT5,923
PF01363,FYVE zinc finger,pfam,domain,IPR000306,-,-,Q8IWB7,410
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q8IWE5,1019
PF07743,HSCB C-terminal oligomerisation domain,pfam,domain,IPR009073,-,-,Q8IWL3,235
PF18256,Co-chaperone HscB tetracysteine metal binding motif,pfam,domain,IPR040682,-,-,Q8IWL3,235
PF00069,Protein kinase domain,pfam,domain,IPR000719,-,-,Q8IWQ3,736
PF21115,BRSK1/2 UBA domain,pfam,domain,IPR048622,-,-,Q8IWQ3,736
PF21122,BRSK1/2 KA1 domain,pfam,domain,-,-,-,Q8IWQ3,736
PF07686,Immunoglobulin V-set domain,pfam,domain,IPR013106,-,-,Q8IWT1,228
PF07714,Protein tyrosine and serine/threonine kinase,pfam,domain,IPR001245,-,-,Q8IWU2,1503
PF00041,Fibronectin type III domain,pfam,domain,IPR003961,-,-,Q8IWV2,1026
PF07679,Immunoglobulin I-set domain,pfam,domain,IPR013098,-,-,Q8IWV2,1026
PF13927,Immunoglobulin domain,pfam,domain,-,-,-,Q8IWV2,1026
PF18995,Proteolysis_6 C-terminal,pfam,domain,IPR044046,-,-,Q8IWV7,1749
PF18995,Proteolysis_6 C-terminal,pfam,domain,IPR044046,-,-,Q8IWV8,1755
PF00018,SH3 domain,pfam,domain,IPR001452,-,-,Q8IWW6,846
PF00169,PH domain,pfam,domain,IPR001849,-,-,Q8IWW6,846
PF00397,WW domain,pfam,domain,IPR001202,-,-,Q8IWW6,846
PF00620,RhoGAP domain,pfam,domain,IPR000198,-,-,Q8IWW6,846
PF00056,"lactate/malate dehydrogenase, NAD binding domain",pfam,domain,IPR001236,-,-,Q8IX04,471
PF02866,"lactate/malate dehydrogenase, alpha/beta C-terminal domain",pfam,domain,IPR022383,-,-,Q8IX04,471
PF05743,UEV domain,pfam,domain,IPR008883,-,-,Q8IX04,471
PF02037,SAP domain,pfam,domain,IPR003034,-,-,Q8IX12,1150
PF14443,DBC1,pfam,domain,IPR025954,-,-,Q8IX12,1150
PF14444,S1-like,pfam,domain,IPR025223,-,-,Q8IX12,1150
PF19256,LAIKA domain,pfam,domain,IPR045353,-,-,Q8IX12,1150
PF19257,BURAN domain,pfam,domain,IPR045354,-,-,Q8IX12,1150
PF00085,Thioredoxin,pfam,domain,IPR013766,-,-,Q8IXB1,793
PF00226,DnaJ domain,pfam,domain,IPR001623,-,-,Q8IXB1,793
PF00071,Ras family,pfam,domain,IPR001806,-,-,Q8IXI1,618
PF00071,Ras family,pfam,domain,IPR001806,-,-,Q8IXI2,618
PF00076,RNA recognition motif,pfam,domain,IPR000504,-,-,Q8IXT5,1001
PF00027,Cyclic nucleotide-binding domain,pfam,domain,IPR000595,-,-,Q8IY17,1375
PF03281,Mab-21 protein nucleotidyltransferase domain,pfam,domain,IPR046903,-,-,Q8IYB1,491
PF20266,Mab-21 protein HhH/H2TH-like domain,pfam,domain,IPR046906,-,-,Q8IYB1,491
PF01412,Putative GTPase activating protein for Arf,pfam,domain,IPR001164,-,-,Q8IYB5,467
PF00773,RNB domain,pfam,domain,IPR001900,-,-,Q8IYB7,885
PF17216,Rrp44-like cold shock domain,pfam,domain,IPR033771,-,-,Q8IYB7,885
PF17849,Dis3-like cold-shock domain 2 (CSD2),pfam,domain,IPR041505,-,-,Q8IYB7,885
PF17877,DIS3-like exonuclease 2 C terminal,pfam,domain,IPR041093,-,-,Q8IYB7,885
PF00271,Helicase conserved C-terminal domain,pfam,domain,IPR001650,-,-,Q8IYB8,786
PF18114,Suv3 helical N-terminal domain,pfam,domain,IPR041453,-,-,Q8IYB8,786
PF18147,Suv3 C-terminal domain 1,pfam,domain,IPR041082,-,-,Q8IYB8,786
PF00009,Elongation factor Tu GTP binding domain,pfam,domain,IPR000795,-,-,Q8IYD1,628
